0.000000e+00, 1.000000e+00, 5.000000e-01, 5.000000e-01, 5.000000e-01
5.555556e-05, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
1.111111e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
1.666667e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
2.222222e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
2.777778e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
3.333333e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
3.888889e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
4.444444e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
5.000000e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
5.555556e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
6.111111e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
6.666667e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
7.222222e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
7.777778e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
8.333333e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
8.888889e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
9.444444e-04, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
1.000000e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
1.055556e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
1.111111e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
1.166667e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
1.222222e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
1.277778e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
1.333333e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
1.388889e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
1.444444e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
1.500000e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
1.555556e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
1.611111e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
1.666667e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
1.722222e-03, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
