0.000000e+00, 9.292893e-01, 7.071068e-02, 4.646447e-01, 3.535534e-02, 4.646447e-01, 3.535534e-02, 4.646447e-01, 3.535534e-02, 4.646447e-01, 3.535534e-02, 1.000000e+00, 7.500000e+01, 7.071068e-02, -8.401435e-01, 7.694328e-01
5.555556e-05, 9.323124e-01, 7.360972e-02, 4.661562e-01, 3.680486e-02, 4.661562e-01, 3.680486e-02, 4.661562e-01, 3.680486e-02, 4.661562e-01, 3.680486e-02, 1.000006e+00, 7.499955e+01, 9.311851e-02, -8.524534e-01, 7.593349e-01
1.111111e-04, 9.354543e-01, 7.637964e-02, 4.677271e-01, 3.818982e-02, 4.677271e-01, 3.818982e-02, 4.677271e-01, 3.818982e-02, 4.677271e-01, 3.818982e-02, 1.000012e+00, 7.499910e+01, 1.154856e-01, -8.643894e-01, 7.489038e-01
1.666667e-04, 9.387094e-01, 7.901557e-02, 4.693547e-01, 3.950779e-02, 4.693547e-01, 3.950779e-02, 4.693547e-01, 3.950779e-02, 4.693547e-01, 3.950779e-02, 1.000018e+00, 7.499865e+01, 1.378022e-01, -8.759463e-01, 7.381441e-01
2.222222e-04, 9.420720e-01, 8.151290e-02, 4.710360e-01, 4.075645e-02, 4.710360e-01, 4.075645e-02, 4.710360e-01, 4.075645e-02, 4.710360e-01, 4.075645e-02, 1.000024e+00, 7.499820e+01, 1.600585e-01, -8.871191e-01, 7.270606e-01
2.777778e-04, 9.455364e-01, 8.386723e-02, 4.727682e-01, 4.193361e-02, 4.727682e-01, 4.193361e-02, 4.727682e-01, 4.193361e-02, 4.727682e-01, 4.193361e-02, 1.000030e+00, 7.499775e+01, 1.822447e-01, -8.979028e-01, 7.156581e-01
3.333333e-04, 9.490962e-01, 8.607443e-02, 4.745481e-01, 4.303722e-02, 4.745481e-01, 4.303722e-02, 4.745481e-01, 4.303722e-02, 4.745481e-01, 4.303722e-02, 1.000036e+00, 7.499730e+01, 2.043511e-01, -9.082927e-01, 7.039416e-01
3.888889e-04, 9.527455e-01, 8.813064e-02, 4.763727e-01, 4.406532e-02, 4.763727e-01, 4.406532e-02, 4.763727e-01, 4.406532e-02, 4.763727e-01, 4.406532e-02, 1.000042e+00, 7.499685e+01, 2.263680e-01, -9.182842e-01, 6.919162e-01
4.444444e-04, 9.564776e-01, 9.003223e-02, 4.782388e-01, 4.501611e-02, 4.782388e-01, 4.501611e-02, 4.782388e-01, 4.501611e-02, 4.782388e-01, 4.501611e-02, 1.000048e+00, 7.499640e+01, 2.482857e-01, -9.278730e-01, 6.795872e-01
5.000000e-04, 9.602861e-01, 9.177587e-02, 4.801431e-01, 4.588793e-02, 4.801431e-01, 4.588793e-02, 4.801431e-01, 4.588793e-02, 4.801431e-01, 4.588793e-02, 1.000054e+00, 7.499595e+01, 2.700947e-01, -9.370547e-01, 6.669601e-01
5.555556e-04, 9.641644e-01, 9.335849e-02, 4.820822e-01, 4.667925e-02, 4.820822e-01, 4.667925e-02, 4.820822e-01, 4.667925e-02, 4.820822e-01, 4.667925e-02, 1.000060e+00, 7.499550e+01, 2.917852e-01, -9.458255e-01, 6.540403e-01
6.111111e-04, 9.681055e-01, 9.477733e-02, 4.840528e-01, 4.738866e-02, 4.840528e-01, 4.738866e-02, 4.840528e-01, 4.738866e-02, 4.840528e-01, 4.738866e-02, 1.000066e+00, 7.499505e+01, 3.133479e-01, -9.541814e-01, 6.408334e-01
6.666667e-04, 9.721026e-01, 9.602987e-02, 4.860513e-01, 4.801494e-02, 4.860513e-01, 4.801494e-02, 4.860513e-01, 4.801494e-02, 4.860513e-01, 4.801494e-02, 1.000072e+00, 7.499460e+01, 3.347733e-01, -9.621187e-01, 6.273454e-01
7.222222e-04, 9.761487e-01, 9.711393e-02, 4.880744e-01, 4.855697e-02, 4.880744e-01, 4.855697e-02, 4.880744e-01, 4.855697e-02, 4.880744e-01, 4.855697e-02, 1.000078e+00, 7.499415e+01, 3.560520e-01, -9.696340e-01, 6.135821e-01
7.777778e-04, 9.802367e-01, 9.802760e-02, 4.901183e-01, 4.901380e-02, 4.901183e-01, 4.901380e-02, 4.901183e-01, 4.901380e-02, 4.901183e-01, 4.901380e-02, 1.000084e+00, 7.499370e+01, 3.771745e-01, -9.767240e-01, 5.995495e-01
8.333333e-04, 9.843593e-01, 9.876928e-02, 4.921797e-01, 4.938464e-02, 4.921797e-01, 4.938464e-02, 4.921797e-01, 4.938464e-02, 4.921797e-01, 4.938464e-02, 1.000090e+00, 7.499325e+01, 3.981317e-01, -9.833855e-01, 5.852538e-01
8.888889e-04, 9.885095e-01, 9.933765e-02, 4.942547e-01, 4.966882e-02, 4.942547e-01, 4.966882e-02, 4.942547e-01, 4.966882e-02, 4.942547e-01, 4.966882e-02, 1.000096e+00, 7.499280e+01, 4.189144e-01, -9.896157e-01, 5.707013e-01
9.444444e-04, 9.926798e-01, 9.973171e-02, 4.963399e-01, 4.986586e-02, 4.963399e-01, 4.986586e-02, 4.963399e-01, 4.986586e-02, 4.963399e-01, 4.986586e-02, 1.000102e+00, 7.499235e+01, 4.395134e-01, -9.954117e-01, 5.558983e-01
1.000000e-03, 9.968630e-01, 9.995078e-02, 4.984315e-01, 4.997539e-02, 4.984315e-01, 4.997539e-02, 4.984315e-01, 4.997539e-02, 4.984315e-01, 4.997539e-02, 1.000108e+00, 7.499190e+01, 4.599198e-01, -1.000771e+00, 5.408513e-01
1.055556e-03, 1.001052e+00, 9.999447e-02, 5.005259e-01, 4.999723e-02, 5.005259e-01, 4.999723e-02, 5.005259e-01, 4.999723e-02, 5.005259e-01, 4.999723e-02, 1.000114e+00, 7.499145e+01, 4.801244e-01, -1.005691e+00, 5.255669e-01
